ensembl_gene_id	hgnc_symbol	entrezgene_id
306	ENSG00000183255	PTTG1IP	754
307	ENSG00000100219	XBP1	7494
308	ENSG00000100393	EP300	2033
309	ENSG00000015475	BID	637
313	ENSG00000183765	CHEK2	11200
317	ENSG00000240972	MIF	4282
320	ENSG00000128272	ATF4	468
321	ENSG00000100034	PPM1F	9647
322	ENSG00000189283	FHIT	2272
324	ENSG00000144746	ARL6IP5	10550
325	ENSG00000158092	NCK1	4690
329	ENSG00000114209	PDCD10	11235
330	ENSG00000198987	MIR16-2	406951
331	ENSG00000198218	QRICH1	54870
332	ENSG00000198836	OPA1	4976
336	ENSG00000163932	PRKCD	5580
337	ENSG00000113811	SELENOK	58515
341	ENSG00000163132	MSX1	4487
345	ENSG00000168556	ING2	3622
346	ENSG00000109670	FBXW7	55294
351	ENSG00000152409	JMY	133746
353	ENSG00000112981	NME5	8382
355	ENSG00000204628	RACK1	10399
356	ENSG00000169567	HINT1	3094
357	ENSG00000019582	CD74	972
360	ENSG00000273841	TAF9	6880
361	ENSG00000173545	ZNF622	90441
363	ENSG00000030110	BAK1	578
366	ENSG00000029363	BCLAF1	9774
369	ENSG00000185345	PRKN	5071
374	ENSG00000124762	CDKN1A	1026
375	ENSG00000112096	SOD2	6648
378	ENSG00000204463	BAG6	7917
381	ENSG00000197442	MAP3K5	4217
383	ENSG00000204389	HSPA1A	3303
385	ENSG00000105928	GSDME	1687
386	ENSG00000127952	STYXL1	51657
389	ENSG00000170632	ARMC10	83787
393	ENSG00000064393	HIPK2	28996
396	ENSG00000214253	FIS1	51024
397	ENSG00000106290	TAF6	6878
401	ENSG00000105974	CAV1	857
402	ENSG00000196262	PPIA	5478
403	ENSG00000130427	EPO	2056
404	ENSG00000106144	CASP2	835
406	ENSG00000055130	CUL1	8454
408	ENSG00000158941	CCAR2	57805
409	ENSG00000120885	CLU	1191
410	ENSG00000167034	NKX3-1	4824
411	ENSG00000120889	TNFRSF10B	8795
413	ENSG00000253729	PRKDC	5591
416	ENSG00000019549	SNAI2	6591
420	ENSG00000135018	UBQLN1	29979
423	ENSG00000086061	DNAJA1	3301
424	ENSG00000148411	NACC2	138151
425	ENSG00000127191	TRAF2	7186
428	ENSG00000107175	CREB3	10488
430	ENSG00000097007	ABL1	25
431	ENSG00000207864	MIR27B	407019
432	ENSG00000119401	TRIM32	22954
433	ENSG00000147889	CDKN2A	1029
434	ENSG00000197579	TOPORS	10210
436	ENSG00000165188	RNF183	138065
439	ENSG00000221867	MAGEA3	4102
442	ENSG00000185825	BCAP31	10134
443	ENSG00000215301	DDX3X	1654
444	ENSG00000147140	NONO	4841
445	ENSG00000187325	TAF9B	51616
