ensembl_gene_id	hgnc_symbol	entrezgene_id
157	ENSG00000199135	MIR101-1	406893
161	ENSG00000090432	MUL1	79594
162	ENSG00000158828	PINK1	65018
167	ENSG00000118454	ANKRD13C	81573
173	ENSG00000185499	MUC1	4582
175	ENSG00000284214	MIR29C	407026
176	ENSG00000284203	MIR29B2	407025
179	ENSG00000160049	DFFA	1676
183	ENSG00000158156	XKR8	55113
187	ENSG00000132676	DAP3	7818
188	ENSG00000116584	ARHGEF2	9181
190	ENSG00000186790	FOXE3	2301
191	ENSG00000004487	KDM1A	23028
192	ENSG00000160691	SHC1	6464
194	ENSG00000162734	PEA15	8682
196	ENSG00000196660	SLC30A10	55532
197	ENSG00000120949	TNFRSF8	943
198	ENSG00000116688	MFN2	9927
202	ENSG00000173846	PLK3	1263
208	ENSG00000142867	BCL10	8915
211	ENSG00000169598	DFFB	1677
215	ENSG00000132694	ARHGEF11	9826
218	ENSG00000215788	TNFRSF25	8718
220	ENSG00000142856	ITGB3BP	23421
222	ENSG00000131238	PPT1	5538
224	ENSG00000171680	PLEKHG5	57449
225	ENSG00000178828	RNF186	54546
236	ENSG00000136634	IL10	3586
240	ENSG00000162892	IL24	11009
241	ENSG00000162894	FCMR	9214
245	ENSG00000143384	MCL1	4170
249	ENSG00000143384	MCL1	574406
254	ENSG00000001460	STPG1	90529
256	ENSG00000177606	JUN	3725
258	ENSG00000182866	LCK	3932
260	ENSG00000116478	HDAC1	3065
263	ENSG00000134248	LAMTOR5	10542
265	ENSG00000158796	DEDD	9191
268	ENSG00000160712	IL6R	3570
269	ENSG00000143799	PARP1	142
273	ENSG00000163565	IFI16	3428
281	ENSG00000126709	IFI6	2537
286	ENSG00000134259	NGF	4803
290	ENSG00000188976	NOC2L	26155
292	ENSG00000187583	PLEKHN1	84069
295	ENSG00000135744	AGT	183
297	ENSG00000143801	PSEN2	5664
300	ENSG00000118217	ATF6	22926
301	ENSG00000137955	RABGGTB	5876
305	ENSG00000207730	MIR200B	406984
308	ENSG00000064703	DDX20	11218
310	ENSG00000154358	OBSCN	84033
311	ENSG00000120948	TARDBP	23435
312	ENSG00000198400	NTRK1	4914
315	ENSG00000155816	FMN2	56776
316	ENSG00000134684	YARS1	8565
318	ENSG00000143382	ADAMTSL4	54507
320	ENSG00000137976	DNASE2B	58511
324	ENSG00000159445	THEM4	117145
327	ENSG00000116560	SFPQ	6421
329	ENSG00000163563	MNDA	4332
331	ENSG00000163141	BNIPL	149428
335	ENSG00000213190	MLLT11	10962
338	ENSG00000054277	OPN3	23596
340	ENSG00000197785	ATAD3A	55210
342	ENSG00000120337	TNFSF18	8995
346	ENSG00000263528	IKBKE	9641
351	ENSG00000196139	AKR1C3	8644
352	ENSG00000065675	PRKCQ	5588
353	ENSG00000107485	GATA3	2625
355	ENSG00000134460	IL2RA	3559
359	ENSG00000107643	MAPK8	5599
363	ENSG00000170312	CDK1	983
367	ENSG00000060339	CCAR1	55749
369	ENSG00000166224	SGPL1	8879
371	ENSG00000107731	UNC5B	219699
373	ENSG00000026103	FAS	355
379	ENSG00000165678	GHITM	27069
381	ENSG00000165637	VDAC2	7417
383	ENSG00000256892	MTRNR2L7	100288485
384	ENSG00000180644	PRF1	5551
385	ENSG00000120057	SFRP5	6425
387	ENSG00000065613	SLK	9748
388	ENSG00000196072	BLOC1S2	282991
390	ENSG00000150593	PDCD4	27250
394	ENSG00000107954	NEURL1	9148
397	ENSG00000170430	MGMT	4255
398	ENSG00000138172	CALHM2	51063
400	ENSG00000165672	PRDX3	10935
403	ENSG00000203780	FANK1	92565
406	ENSG00000176171	BNIP3	664
412	ENSG00000198873	GRK5	2869
414	ENSG00000182010	RTKN2	219790
415	ENSG00000107562	CXCL12	6387
416	ENSG00000148677	ANKRD1	27063
417	ENSG00000165806	CASP7	840
423	ENSG00000151929	BAG3	9531
426	ENSG00000173848	NET1	10276
431	ENSG00000015171	ZMYND11	10771
432	ENSG00000156113	KCNMA1	3778
434	ENSG00000119953	SMNDC1	10285
436	ENSG00000136758	YME1L1	10730
438	ENSG00000134452	FBH1	84893
440	ENSG00000150760	DOCK1	1793
441	ENSG00000108094	CUL2	8453
442	ENSG00000156502	SUPV3L1	6832
443	ENSG00000042286	AIFM2	84883
447	ENSG00000249860	MTRNR2L5	100463289
449	ENSG00000150093	ITGB1	3688
453	ENSG00000168209	DDIT4	54541
454	ENSG00000108179	PPIF	10105
459	ENSG00000119977	TCTN3	26123
460	ENSG00000119917	IFIT3	3437
462	ENSG00000198964	SGMS1	259230
465	ENSG00000171862	PTEN	5728
466	ENSG00000075891	PAX2	5076
470	ENSG00000119922	IFIT2	3433
476	ENSG00000151923	TIAL1	7073
479	ENSG00000197142	ACSL5	51703
481	ENSG00000165731	RET	5979
486	ENSG00000096717	SIRT1	23411
491	ENSG00000188611	ASAH2	56624
493	ENSG00000174672	BRSK2	9024
495	ENSG00000166313	APBB1	322
496	ENSG00000152266	PTH	5741
498	ENSG00000121691	CAT	847
500	ENSG00000110422	HIPK3	10114
502	ENSG00000166181	API5	8539
508	ENSG00000184937	WT1	7490
511	ENSG00000110514	MADD	8567
515	ENSG00000148935	GAS2	2620
517	ENSG00000175104	TRAF6	7189
518	ENSG00000166311	SMPD1	6609
520	ENSG00000173039	RELA	5970
526	ENSG00000242689	CNTF	1270
529	ENSG00000176697	BDNF	627
531	ENSG00000173327	MAP3K11	4296
534	ENSG00000023445	BIRC3	330
541	ENSG00000054967	RELT	84957
544	ENSG00000137693	YAP1	10413
547	ENSG00000166266	CUL5	8065
548	ENSG00000137713	PPP2R1B	5519
549	ENSG00000110237	ARHGEF17	9828
550	ENSG00000196914	ARHGEF12	23365
554	ENSG00000048028	USP28	57646
555	ENSG00000134954	ETS1	2113
558	ENSG00000149547	EI24	9538
560	ENSG00000133884	DPF2	5977
561	ENSG00000207971	MIR125B1	406911
563	ENSG00000149273	RPS3	6188
566	ENSG00000126432	PRDX5	25824
568	ENSG00000109846	CRYAB	1410
570	ENSG00000284010	MIR675	100033819
572	ENSG00000170242	USP47	55031
576	ENSG00000168040	FADD	8772
581	ENSG00000020922	MRE11	4361
583	ENSG00000181649	PHLDA2	7262
585	ENSG00000255823	MTRNR2L8	100463486
592	ENSG00000174744	BRMS1	25855
596	ENSG00000160654	CD3G	917
597	ENSG00000162298	SYVN1	84447
600	ENSG00000133317	LGALS12	85329
605	ENSG00000199038	MIR210	406992
607	ENSG00000185507	IRF7	3665
609	ENSG00000288675		101927423
612	ENSG00000175505	CLCF1	23529
615	ENSG00000002330	BAD	572
620	ENSG00000117984	CTSD	1509
621	ENSG00000174516	PELI3	246330
623	ENSG00000066336	SPI1	6688
626	ENSG00000213619	NDUFS3	4722
627	ENSG00000110536	PTPMT1	114971
628	ENSG00000109919	MTCH2	23788
629	ENSG00000026508	CD44	960
631	ENSG00000109854	HTATIP2	10553
635	ENSG00000173511	VEGFB	7423
637	ENSG00000172757	CFL1	1072
639	ENSG00000110108	TMEM109	79073
643	ENSG00000165490	DDIAS	220042
644	ENSG00000132275	RRP8	23378
650	ENSG00000120471	TP53AIP1	63970
651	ENSG00000110492	MDK	4192
657	ENSG00000196954	CASP4	837
660	ENSG00000137757	CASP5	838
662	ENSG00000137752	CASP1	834
664	ENSG00000149428	HYOU1	10525
666	ENSG00000110395	CBL	867
667	ENSG00000084207	GSTP1	2950
673	ENSG00000085741	WNT11	7481
676	ENSG00000149311	ATM	472
682	ENSG00000149089	APIP	51074
684	ENSG00000177595	PIDD1	55367
686	ENSG00000186318	BACE1	23621
688	ENSG00000110330	BIRC2	329
692	ENSG00000149554	CHEK1	1111
694	ENSG00000110497	AMBRA1	55626
695	ENSG00000019485	PRDM11	56981
696	ENSG00000082805	ERC1	23085
698	ENSG00000070018	LRP6	4040
699	ENSG00000060138	YBX3	8531
702	ENSG00000121380	BCL2L14	79370
707	ENSG00000139173	TMEM117	84216
709	ENSG00000135413	LACRT	90070
710	ENSG00000185652	NTF3	4908
712	ENSG00000135423	GLS2	27165
713	ENSG00000161638	ITGA5	3678
717	ENSG00000177425	PAWR	5074
720	ENSG00000135472	FAIM2	23017
723	ENSG00000139644	TMBIM6	7009
725	ENSG00000133639	BTG1	694
729	ENSG00000111057	KRT18	3875
731	ENSG00000139318	DUSP6	1848
733	ENSG00000012504	NR1H4	9971
735	ENSG00000123360	PDE1B	5153
736	ENSG00000120833	SOCS2	8835
739	ENSG00000111707	SUDS3	64426
741	ENSG00000169372	CRADD	8738
748	ENSG00000123338	NCKAP1L	3071
750	ENSG00000170633	RNF34	80196
752	ENSG00000170890	PLA2G1B	5319
753	ENSG00000111537	IFNG	3458
755	ENSG00000139437	TCHP	84260
760	ENSG00000139352	ASCL1	429
763	ENSG00000176915	ANKLE2	23141
764	ENSG00000135111	TBX3	6926
767	ENSG00000017427	IGF1	3479
770	ENSG00000090612	ZNF268	10795
772	ENSG00000127334	DYRK2	8445
773	ENSG00000170855	TRIAP1	51499
777	ENSG00000169884	WNT10B	7480
778	ENSG00000125084	WNT1	7471
779	ENSG00000111676	ATN1	1822
780	ENSG00000111679	PTPN6	5777
782	ENSG00000118971	CCND2	894
783	ENSG00000111653	ING4	51147
788	ENSG00000079387	SENP1	29843
790	ENSG00000067182	TNFRSF1A	7132
792	ENSG00000135124	P2RX4	5025
794	ENSG00000161642	ZNF385A	25946
798	ENSG00000182782	HCAR2	338442
800	ENSG00000130787	HIP1R	9026
801	ENSG00000135503	ACVR1B	91
804	ENSG00000135116	HRK	8739
808	ENSG00000111321	LTBR	4055
810	ENSG00000135476	ESPL1	9700
813	ENSG00000122966	CIT	11113
814	ENSG00000215021	PHB2	11331
816	ENSG00000149948	HMGA2	8091
818	ENSG00000184047	DIABLO	56616
821	ENSG00000139193	CD27	939
826	ENSG00000150991	UBC	7316
828	ENSG00000166598	HSP90B1	7184
830	ENSG00000188906	LRRK2	120892
832	ENSG00000177119	ANO6	196527
835	ENSG00000181852	RNF41	10193
836	ENSG00000121351	IAPP	3375
838	ENSG00000155957	TMBIM4	51643
842	ENSG00000139289	PHLDA1	22822
845	ENSG00000087470	DNM1L	10059
850	ENSG00000120868	APAF1	317
852	ENSG00000213782	DDX47	51202
854	ENSG00000065361	ERBB3	2065
855	ENSG00000167531	LALBA	3906
856	ENSG00000139132	FGD4	121512
860	ENSG00000175197	DDIT3	1649
866	ENSG00000135439	AGAP2	116986
869	ENSG00000135679	MDM2	4193
872	ENSG00000150459	SAP18	10284
873	ENSG00000189403	HMGB1	3146
876	ENSG00000136158	SPRY2	10253
881	ENSG00000152192	POU4F1	5457
884	ENSG00000150907	FOXO1	2308
887	ENSG00000102580	DNAJC3	5611
891	ENSG00000198176	TFDP1	7027
892	ENSG00000126226	PCID2	55795
894	ENSG00000126217	MCF2L	23263
895	ENSG00000139842	CUL4A	8451
896	ENSG00000122025	FLT3	2322
898	ENSG00000284536	MIR17	406952
900	ENSG00000284204	MIR19A	406979
904	ENSG00000208006	MIR16-1	406950
908	ENSG00000283785	MIR15A	406948
910	ENSG00000183087	GAS6	2621
914	ENSG00000133112	TPT1	7178
920	ENSG00000102572	STK24	8428
925	ENSG00000172766	NAA16	79612
926	ENSG00000102760	RGCC	28984
928	ENSG00000150457	LATS2	26524
931	ENSG00000102606	ARHGEF7	8874
933	ENSG00000134899	ERCC5	2073
935	ENSG00000129515	SNX6	58533
936	ENSG00000129514	FOXA1	3169
944	ENSG00000129521	EGLN3	112399
946	ENSG00000125378	BMP4	652
951	ENSG00000080815	PSEN1	5663
960	ENSG00000119632	IFI27L2	83982
962	ENSG00000119707	RBM25	58517
966	ENSG00000165949	IFI27	3429
971	ENSG00000165948	IFI27L1	122509
974	ENSG00000088808	PPP1R13B	23368
977	ENSG00000140030	GPR65	8477
980	ENSG00000131323	TRAF3	7187
981	ENSG00000100600	LGMN	5641
983	ENSG00000213145	CRIP1	1396
985	ENSG00000100744	GSKIP	51527
986	ENSG00000078304	PPP2R5C	5527
989	ENSG00000129562	DAD1	1603
990	ENSG00000100721	TCL1A	8115
992	ENSG00000165943	MOAP1	64112
998	ENSG00000080824	HSP90AA1	3320
999	ENSG00000100867	DHRS2	10202
1000	ENSG00000100603	SNW1	22938
1001	ENSG00000100823	APEX1	328
1007	ENSG00000184990	SIVA1	10572
1010	ENSG00000100697	DICER1	23405
1012	ENSG00000207743	MIR495	574453
1014	ENSG00000136305	CIDEB	27141
1020	ENSG00000129465	RIPK3	11035
1026	ENSG00000129473	BCL2L2	599
1030	ENSG00000258643	BCL2L2-PABPN1	100529063
1037	ENSG00000100453	GZMB	3002
1038	ENSG00000100448	CTSG	1511
1042	ENSG00000100485	SOS2	6655
1044	ENSG00000119682	AREL1	9870
1047	ENSG00000131981	LGALS3	3958
1050	ENSG00000100906	NFKBIA	4792
1051	ENSG00000166170	BAG5	9529
1052	ENSG00000100949	RABGGTA	5875
1054	ENSG00000100813	ACIN1	22985
1058	ENSG00000185650	ZFP36L1	677
1059	ENSG00000142208	AKT1	207
1066	ENSG00000027075	PRKCH	5583
1069	ENSG00000100644	HIF1A	3091
1072	ENSG00000104081	BMF	90427
1077	ENSG00000137801	THBS1	7057
1079	ENSG00000137843	PAK6	56924
1080	ENSG00000137843	PAK6	106821730
1081	ENSG00000166923	GREM1	26585
1084	ENSG00000128965	CHAC1	79094
1086	ENSG00000140299	BNIP2	663
1090	ENSG00000138613	APH1B	83464
1091	ENSG00000137834	SMAD6	4091
1098	ENSG00000169018	FEM1B	10116
1100	ENSG00000140464	PML	5371
1106	ENSG00000140350	ANP32A	8125
1109	ENSG00000185088	RPS27L	51065
1110	ENSG00000092529	CAPN3	825
1121	ENSG00000181026	AEN	64782
1123	ENSG00000137845	ADAM10	102
1125	ENSG00000140443	IGF1R	3480
1132	ENSG00000170776	AKAP13	11214
1133	ENSG00000177082	WDR73	84942
1136	ENSG00000169857	AVEN	57099
1139	ENSG00000035664	DAPK2	23604
1143	ENSG00000242028	HYPK	25764
1147	ENSG00000086666	ZFAND6	54469
1151	ENSG00000140379	BCL2A1	597
1154	ENSG00000131871	SELENOS	55829
1155	ENSG00000062524	LTK	4058
1162	ENSG00000166949	SMAD3	4088
1163	ENSG00000104067	TJP1	7082
1165	ENSG00000137875	BCL2L10	10017
1168	ENSG00000185043	CIB1	10519
1171	ENSG00000103197	TSC2	7249
1174	ENSG00000131653	TRAF7	84231
1178	ENSG00000205937	RNPS1	10921
1180	ENSG00000089486	CDIP1	29965
1182	ENSG00000171490	RSL1D1	26156
1184	ENSG00000140983	RHOT2	89941
1185	ENSG00000005339	CREBBP	1387
1186	ENSG00000188215	DCUN1D3	123879
1187	ENSG00000170540	ARL6IP1	23204
1190	ENSG00000196470	SIAH1	6477
1194	ENSG00000069329	VPS35	55737
1196	ENSG00000156968	MPV17L	255027
1198	ENSG00000103429	BFAR	51283
1199	ENSG00000205629	LCMT1	51451
1201	ENSG00000103460	TOX3	27324
1203	ENSG00000159593	NAE1	8883
1206	ENSG00000050820	BCAR1	9564
1209	ENSG00000006210	CX3CL1	6376
1214	ENSG00000103495	MAZ	4150
1215	ENSG00000208017	MIR140	406932
1216	ENSG00000131652	THOC6	79228
1218	ENSG00000232196	MTRNR2L4	100463285
1221	ENSG00000090447	TFAP4	7023
1224	ENSG00000103423	DNAJA3	9093
1227	ENSG00000103496	STX4	6810
1229	ENSG00000103490	PYCARD	29108
1235	ENSG00000102882	MAPK3	5595
1237	ENSG00000196296	ATP2A1	487
1238	ENSG00000087250	MT3	4504
1242	ENSG00000006327	TNFRSF12A	51330
1247	ENSG00000140961	OSGIN1	29948
1250	ENSG00000149932	TMEM219	124446
1252	ENSG00000166851	PLK1	5347
1253	ENSG00000140992	PDPK1	5170
1255	ENSG00000015413	DPEP1	1800
1257	ENSG00000122386	ZNF205	7755
1258	ENSG00000083799	CYLD	1540
1262	ENSG00000051108	HERPUD1	9709
1267	ENSG00000102871	TRADD	8717
1271	ENSG00000140939	NOL3	8996
1276	ENSG00000070770	CSNK2A2	1459
1278	ENSG00000179776	CDH5	1003
1279	ENSG00000188603	CLN3	1201
1282	ENSG00000176046	NUPR1	26471
1293	ENSG00000134398	ERN2	10595
1298	ENSG00000103024	NME3	4832
1304	ENSG00000091592	NLRP1	22861
1305	ENSG00000074370	ATP2A3	489
1307	ENSG00000108561	C1QBP	708
1317	ENSG00000108691	CCL2	6347
1319	ENSG00000161405	IKZF3	22806
1320	ENSG00000170315	UBB	7314
1322	ENSG00000141741	MIEN1	84299
1326	ENSG00000126353	CCR7	1236
1329	ENSG00000167914	GSDMA	284110
1331	ENSG00000172057	ORMDL3	94103
1335	ENSG00000182271	TMIGD1	388364
1337	ENSG00000126581	BECN1	8678
1341	ENSG00000131467	PSME3	10197
1342	ENSG00000168961	LGALS9	3965
1344	ENSG00000108465	CDK5RAP3	80279
1346	ENSG00000159202	UBE2Z	65264
1348	ENSG00000012048	BRCA1	672
1351	ENSG00000198231	DDX42	11325
1352	ENSG00000108443	RPS6KB1	6198
1356	ENSG00000154229	PRKCA	5578
1359	ENSG00000064300	NGFR	4804
1361	ENSG00000091583	APOH	350
1362	ENSG00000109062	SLC9A3R1	9368
1364	ENSG00000141378	PTRH2	51651
1366	ENSG00000131747	TOP2A	7153
1369	ENSG00000120063	GNA13	10672
1371	ENSG00000141527	CARD14	79092
1372	ENSG00000005381	MPO	4353
1373	ENSG00000141582	CBX4	8535
1374	ENSG00000055483	USP36	57602
1375	ENSG00000173821	RNF213	57674
1376	ENSG00000207947	MIR152	406943
1378	ENSG00000284190	MIR21	406991
1380	ENSG00000239697	TNFSF12	8742
1383	ENSG00000109079	TNFAIP1	7126
1384	ENSG00000125398	SOX9	6662
1390	ENSG00000141510	TP53	7157
1397	ENSG00000187838	PLSCR3	57048
1399	ENSG00000181284	TMEM102	284114
1400	ENSG00000179593	ALOX15B	247
1401	ENSG00000178999	AURKB	9212
1403	ENSG00000161970	RPL26	6154
1406	ENSG00000176170	SPHK1	8877
1411	ENSG00000175931	UBE2O	63893
1412	ENSG00000132507	EIF5A	1984
1413	ENSG00000166484	MAPK7	5598
1420	ENSG00000243678	NME2	4831
1422	ENSG00000239672	NME1	4830
1427	ENSG00000267200	MIR132	406921
1430	ENSG00000177374	HIC1	3090
1431	ENSG00000108424	KPNB1	3837
1432	ENSG00000108654	DDX5	1655
1433	ENSG00000136448	NMT1	4836
1434	ENSG00000167085	PHB	5245
1435	ENSG00000132382	MYBBP1A	10514
1437	ENSG00000167895	TMC8	147138
1439	ENSG00000089685	BIRC5	332
1445	ENSG00000184557	SOCS3	9021
1447	ENSG00000160551	TAOK1	57551
1449	ENSG00000196535	MYO18A	399687
1454	ENSG00000178607	ERN1	2081
1455	ENSG00000275700	AATF	26574
1457	ENSG00000141522	ARHGDIA	396
1458	ENSG00000185624	P4HB	5034
1460	ENSG00000131477	RAMP2	10266
1462	ENSG00000092871	RFFL	117584
1467	ENSG00000126858	RHOT1	55288
1468	ENSG00000256618	MTRNR2L1	100462977
1469	ENSG00000108953	YWHAE	7531
1470	ENSG00000159842	ABR	29
1471	ENSG00000005882	PDK2	5164
1472	ENSG00000030582	GRN	2896
1474	ENSG00000284565	MIR451A	574411
1475	ENSG00000108839	ALOX12	239
1478	ENSG00000284112	MIR195	406971
1480	ENSG00000170296	GABARAP	11337
1481	ENSG00000271503	CCL5	6352
1482	ENSG00000221995	TIAF1	9220
1485	ENSG00000108387	SEPTIN4	5414
1488	ENSG00000183011	NAA38	84316
1489	ENSG00000079134	THOC1	9984
1493	ENSG00000167315	ACAA2	10449
1495	ENSG00000187323	DCC	1630
1498	ENSG00000176641	RNF152	220441
1502	ENSG00000081913	PHLPP1	23239
1504	ENSG00000197632	SERPINB2	5055
1506	ENSG00000284453	MIR1-2	406905
1507	ENSG00000134049	IER3IP1	51124
1509	ENSG00000141682	PMAIP1	5366
1512	ENSG00000198796	ALPK2	115701
1514	ENSG00000172175	MALT1	10892
1515	ENSG00000141448	GATA6	2627
1517	ENSG00000171791	BCL2	596
1525	ENSG00000176194	CIDEA	1149
1527	ENSG00000197641	SERPINB13	5275
1528	ENSG00000178690	DYNAP	284254
1532	ENSG00000118046	STK11	6794
1534	ENSG00000178951	ZBTB7A	51341
1535	ENSG00000167657	DAPK3	1613
1542	ENSG00000141968	VAV1	7409
1543	ENSG00000167654	ATCAY	85300
1549	ENSG00000186010	NDUFA13	51079
1551	ENSG00000064545	TMEM161A	54929
1553	ENSG00000105664	COMP	1311
1556	ENSG00000249861	LGALS16	148003
1558	ENSG00000105205	CLC	1178
1560	ENSG00000105176	URI1	8725
1561	ENSG00000105388	CEACAM5	1048
1563	ENSG00000269858	EGLN2	112398
1566	ENSG00000086548	CEACAM6	4680
1567	ENSG00000011422	PLAUR	5329
1569	ENSG00000069399	BCL3	602
1572	ENSG00000130758	MAP3K10	4294
1576	ENSG00000197050	ZNF420	147923
1577	ENSG00000186431	FCAR	2204
1582	ENSG00000105568	PPP2R1A	5518
1589	ENSG00000105221	AKT2	208
1592	ENSG00000105185	PDCD5	9141
1595	ENSG00000130669	PAK4	10298
1598	ENSG00000128016	ZFP36	7538
1599	ENSG00000090924	PLEKHG2	64857
1600	ENSG00000105197	TIMM50	92609
1601	ENSG00000125657	TNFSF9	8744
1602	ENSG00000125726	CD70	970
1604	ENSG00000125735	TNFSF14	8740
1606	ENSG00000105373	NOP53	29997
1608	ENSG00000076928	ARHGEF1	9138
1609	ENSG00000076928	ARHGEF1	100505585
1613	ENSG00000105327	BBC3	27113
1619	ENSG00000213024	NUP62	23636
1622	ENSG00000087074	PPP1R15A	23645
1625	ENSG00000087088	BAX	581
1630	ENSG00000090339	ICAM1	3383
1631	ENSG00000167601	AXL	558
1634	ENSG00000208008	MIR125A	406910
1638	ENSG00000127666	TICAM1	148022
1639	ENSG00000105639	JAK3	3718
1641	ENSG00000131845	ZNF304	57343
1642	ENSG00000205155	PSENEN	55851
1644	ENSG00000169136	ATF5	22809
1647	ENSG00000167772	ANGPTL4	51129
1649	ENSG00000063176	SPHK2	56848
1652	ENSG00000104872	PIH1D1	55011
1653	ENSG00000126456	IRF3	3661
1656	ENSG00000189052	CGB5	93659
1657	ENSG00000225950	NTF4	4909
1658	ENSG00000207862	MIR518B	574474
1660	ENSG00000099860	GADD45B	4616
1662	ENSG00000167815	PRDX2	7001
1666	ENSG00000105612	DNASE2	1777
1667	ENSG00000130816	DNMT1	1786
1668	ENSG00000104964	TLE5	166
1671	ENSG00000284387	MIR24-2	407013
1673	ENSG00000207980	MIR23A	407010
1679	ENSG00000129355	CDKN2D	1032
1682	ENSG00000105723	GSK3A	2931
1686	ENSG00000160570	DEDD2	162989
1694	ENSG00000185988	PLK5	126520
1695	ENSG00000179218	CALR	811
1696	ENSG00000105270	CLIP3	25999
1697	ENSG00000104880	ARHGEF18	23370
1699	ENSG00000105707	HPN	3249
1701	ENSG00000126453	BCL2L12	83596
1704	ENSG00000105619	TFPT	29844
1707	ENSG00000130203	APOE	348
1708	ENSG00000180855	ZNF443	10224
1712	ENSG00000221983	UBA52	7311
1713	ENSG00000006016	CRLF1	9244
1716	ENSG00000104884	ERCC2	2068
1719	ENSG00000104936	DMPK	1760
1721	ENSG00000011332	DPF1	8193
1722	ENSG00000213030	CGB8	94115
1725	ENSG00000104827	CGB3	1082
1726	ENSG00000131943	C19orf12	83636
1727	ENSG00000196337	CGB7	94027
1728	ENSG00000118004	COLEC11	78989
1730	ENSG00000171863	RPS7	6201
1731	ENSG00000134308	YWHAQ	10971
1735	ENSG00000115129	TP53I3	9540
1738	ENSG00000118960	HS1BP3	64342
1739	ENSG00000162949	CAPN13	92291
1741	ENSG00000095002	MSH2	4436
1743	ENSG00000171132	PRKCE	5581
1745	ENSG00000196975	ANXA4	307
1750	ENSG00000213699	SLC35F6	54978
1752	ENSG00000163586	FABP1	2168
1754	ENSG00000159399	HK2	3099
1757	ENSG00000171094	ALK	238
1759	ENSG00000125538	IL1B	3553
1763	ENSG00000115760	BIRC6	57448
1767	ENSG00000091436	MAP3K20	51776
1770	ENSG00000115641	FHL2	2274
1771	ENSG00000178568	ERBB4	2066
1777	ENSG00000081320	STK17B	9262
1779	ENSG00000071054	MAP4K4	9448
1780	ENSG00000121966	CXCR4	7852
1782	ENSG00000138448	ITGAV	3685
1785	ENSG00000144161	ZC3H8	84524
1786	ENSG00000204217	BMPR2	659
1792	ENSG00000144331	ZNF385B	151126
1795	ENSG00000138376	BARD1	580
1797	ENSG00000061676	NCKAP1	10787
1800	ENSG00000115966	ATF2	1386
1803	ENSG00000036257	CUL3	8452
1805	ENSG00000115107	STEAP3	55240
1806	ENSG00000153246	PLA2R1	22925
1807	ENSG00000023228	NDUFS1	4719
1808	ENSG00000118246	FASTKD2	22868
1809	ENSG00000171951	SCG2	7857
1810	ENSG00000153208	MERTK	10461
1817	ENSG00000176720	BOK	666
1821	ENSG00000163599	CTLA4	1493
1823	ENSG00000144476	ACKR3	57007
1824	ENSG00000163161	ERCC3	2071
1827	ENSG00000115008	IL1A	3552
1829	ENSG00000221823	PPP3R1	5534
1830	ENSG00000067066	SP100	6672
1833	ENSG00000135926	TMBIM1	64114
1834	ENSG00000136717	BIN1	274
1838	ENSG00000144366	GULP1	51454
1839	ENSG00000178562	CD28	940
1841	ENSG00000136536	MARCHF7	64844
1844	ENSG00000115694	STK25	10494
1847	ENSG00000153234	NR4A2	4929
1848	ENSG00000116062	MSH6	2956
1852	ENSG00000114993	RTKN	6242
1853	ENSG00000081479	LRP2	4036
1854	ENSG00000136002	ARHGEF4	50649
1856	ENSG00000163331	DAPL1	92196
1857	ENSG00000152256	PDK1	5163
