ensembl_gene_id	hgnc_symbol	entrezgene_id
149	ENSG00000255346	NOX5	79400
153	ENSG00000051523	CYBA	1535
155	ENSG00000140939	NOL3	8996
158	ENSG00000162065	TBC1D24	57465
159	ENSG00000103496	STX4	6810
160	ENSG00000102882	MAPK3	5595
163	ENSG00000087250	MT3	4504
168	ENSG00000186868	MAPT	4137
170	ENSG00000183010	PYCR1	5831
174	ENSG00000141510	TP53	7157
175	ENSG00000005882	PDK2	5164
180	ENSG00000185624	P4HB	5034
181	ENSG00000166484	MAPK7	5598
191	ENSG00000167815	PRDX2	7001
196	ENSG00000079999	KEAP1	9817
202	ENSG00000213015	ZNF580	51157
203	ENSG00000196365	LONP1	9361
206	ENSG00000064545	TMEM161A	54929
207	ENSG00000163516	ANKZF1	55139
208	ENSG00000163586	FABP1	2168
211	ENSG00000116044	NFE2L2	4780
216	ENSG00000115694	STK25	10494
217	ENSG00000143878	RHOB	388
219	ENSG00000138035	PNPT1	87178
220	ENSG00000153246	PLA2R1	22925
221	ENSG00000118231	CRYGD	1421
227	ENSG00000028116	VRK2	7444
228	ENSG00000152256	PDK1	5163
234	ENSG00000115317	HTRA2	27429
239	ENSG00000271303	SRXN1	140809
241	ENSG00000100985	MMP9	4318
242	ENSG00000125995	ROMO1	140823
244	ENSG00000124177	CHD6	84181
248	ENSG00000132823	OSER1	51526
250	ENSG00000142168	SOD1	6647
257	ENSG00000142185	TRPM2	7226
259	ENSG00000185272	RBM11	54033
262	ENSG00000184470	TXNRD2	10587
263	ENSG00000100030	MAPK1	5594
264	ENSG00000128272	ATF4	468
272	ENSG00000100225	FBXO7	25793
274	ENSG00000100365	NCF4	4689
275	ENSG00000114346	ECT2	1894
277	ENSG00000144746	ARL6IP5	10550
279	ENSG00000244405	ETV5	2119
280	ENSG00000163932	PRKCD	5580
282	ENSG00000233276	GPX1	2876
286	ENSG00000114209	PDCD10	11235
289	ENSG00000134853	PDGFRA	5156
292	ENSG00000109670	FBXW7	55294
294	ENSG00000145335	SNCA	6622
302	ENSG00000109610	SOD3	6649
305	ENSG00000084093	REST	5978
310	ENSG00000050748	MAPK9	5601
311	ENSG00000173545	ZNF622	90441
313	ENSG00000204628	RACK1	10399
315	ENSG00000164294	GPX8	493869
322	ENSG00000112981	NME5	8382
323	ENSG00000211445	GPX3	2878
325	ENSG00000197442	MAP3K5	4217
328	ENSG00000185345	PRKN	5071
337	ENSG00000224586	GPX5	2880
338	ENSG00000177688	SUMO4	387082
342	ENSG00000112096	SOD2	6648
348	ENSG00000204389	HSPA1A	3303
349	ENSG00000204388	HSPA1B	3304
351	ENSG00000232810	TNF	7124
352	ENSG00000204472	AIF1	199
358	ENSG00000137275	RIPK1	8737
361	ENSG00000152894	PTPRK	5796
362	ENSG00000156711	MAPK13	5603
364	ENSG00000240583	AQP1	358
365	ENSG00000136244	IL6	3569
369	ENSG00000105976	MET	4233
370	ENSG00000146648	EGFR	1956
371	ENSG00000002745	WNT16	51384
372	ENSG00000019991	HGF	3082
376	ENSG00000164867	NOS3	4846
377	ENSG00000196715	VKORC1L1	154807
378	ENSG00000158517	NCF1	653361
382	ENSG00000172115	CYCS	54205
385	ENSG00000104687	GSR	2936
392	ENSG00000175806	MSRA	4482
393	ENSG00000104221	BRF2	55290
394	ENSG00000107290	SETX	23064
396	ENSG00000158169	FANCC	2176
399	ENSG00000165060	FXN	2395
400	ENSG00000182150	ERCC6L2	375748
401	ENSG00000164978	NUDT2	318
404	ENSG00000135046	ANXA1	301
411	ENSG00000097007	ABL1	25
415	ENSG00000136810	TXN	7295
418	ENSG00000196730	DAPK1	1612
420	ENSG00000135018	UBQLN1	29979
423	ENSG00000134602	STK26	51765
424	ENSG00000160211	G6PD	2539
425	ENSG00000147140	NONO	4841
426	ENSG00000165168	CYBB	1536
430	ENSG00000101951	PAGE4	9506
434	ENSG00000094631	HDAC6	10013
