ensembl_gene_id	hgnc_symbol	entrezgene_id
451	ENSG00000076248	UNG	7374
455	ENSG00000094916	CBX5	23468
456	ENSG00000010295	IFFO1	25900
458	ENSG00000255150	EID3	493861
459	ENSG00000149948	HMGA2	8091
460	ENSG00000111596	CNOT2	4848
463	ENSG00000111247	RAD51AP1	10635
468	ENSG00000185480	PARPBP	55010
470	ENSG00000150991	UBC	7316
472	ENSG00000177084	POLE	5426
476	ENSG00000139372	TDG	6996
481	ENSG00000151164	RAD9B	144715
483	ENSG00000139579	NABP2	79035
486	ENSG00000004700	RECQL	5965
489	ENSG00000127311	HELB	92797
496	ENSG00000123374	CDK2	1017
497	ENSG00000111276	CDKN1B	1027
498	ENSG00000175197	DDIT3	1649
499	ENSG00000135679	MDM2	4193
503	ENSG00000123415	SMUG1	23583
506	ENSG00000102699	PARP4	143
509	ENSG00000189403	HMGB1	3146
510	ENSG00000133119	RFC3	5983
513	ENSG00000198176	TFDP1	7027
515	ENSG00000139842	CUL4A	8451
519	ENSG00000133112	TPT1	7178
521	ENSG00000174405	LIG4	3981
527	ENSG00000102760	RGCC	28984
528	ENSG00000083642	PDS5B	23047
530	ENSG00000139618	BRCA2	675
534	ENSG00000134899	ERCC5	2073
539	ENSG00000179008	C14orf39	317761
541	ENSG00000020426	MNAT1	4331
543	ENSG00000100647	SUSD6	9766
545	ENSG00000081177	EXD2	55218
548	ENSG00000187790	FANCM	57697
550	ENSG00000080815	PSEN1	5663
552	ENSG00000100479	POLE2	5427
554	ENSG00000089723	OTUB2	78990
556	ENSG00000100811	YY1	7528
558	ENSG00000119720	NRDE2	55051
559	ENSG00000182979	MTA1	9112
563	ENSG00000090061	CCNK	8812
565	ENSG00000213145	CRIP1	1396
568	ENSG00000042088	TDP1	55775
571	ENSG00000078304	PPP2R5C	5527
574	ENSG00000165943	MOAP1	64112
575	ENSG00000100601	ALKBH1	8846
579	ENSG00000119684	MLH3	27030
581	ENSG00000198554	WDHD1	11169
582	ENSG00000100603	SNW1	22938
585	ENSG00000100823	APEX1	328
590	ENSG00000126215	XRCC3	7517
594	ENSG00000100918	REC8	9985
596	ENSG00000092330	TINF2	26277
597	ENSG00000136305	CIDEB	27141
599	ENSG00000129473	BCL2L2	599
600	ENSG00000258643	BCL2L2-PABPN1	100529063
604	ENSG00000129484	PARP2	10038
607	ENSG00000053254	FOXN3	1112
608	ENSG00000066427	ATXN3	4287
609	ENSG00000165819	METTL3	56339
612	ENSG00000072121	ZFYVE26	23503
614	ENSG00000182185	RAD51B	5890
619	ENSG00000126804	ZBTB1	22890
620	ENSG00000021776	AQR	9716
623	ENSG00000166068	SPRED1	161742
626	ENSG00000051180	RAD51	5888
630	ENSG00000166200	COPS2	9318
632	ENSG00000075131	TIPIN	54962
633	ENSG00000169018	FEM1B	10116
634	ENSG00000140464	PML	5371
640	ENSG00000185088	RPS27L	51065
642	ENSG00000140455	USP3	9960
645	ENSG00000140398	NEIL1	79661
650	ENSG00000128908	INO80	54617
653	ENSG00000181026	AEN	64782
656	ENSG00000185787	MORF4L1	10933
660	ENSG00000140534	TICRR	90381
664	ENSG00000092470	WDR76	79968
667	ENSG00000067369	TP53BP1	7158
671	ENSG00000128731	HERC2	8924
674	ENSG00000140525	FANCI	55215
675	ENSG00000140521	POLG	5428
677	ENSG00000166803	PCLAF	9768
683	ENSG00000157450	RNF111	54778
684	ENSG00000140379	BCL2A1	597
687	ENSG00000197299	BLM	641
690	ENSG00000137875	BCL2L10	10017
691	ENSG00000069869	NEDD4	4734
693	ENSG00000185115	NSMCE3	56160
694	ENSG00000185043	CIB1	10519
697	ENSG00000198690	FAN1	22909
703	ENSG00000065057	NTHL1	4913
706	ENSG00000168101	NUDT16L1	84309
707	ENSG00000089486	CDIP1	29965
709	ENSG00000169189	NSMCE1	197370
711	ENSG00000102977	ACD	65057
714	ENSG00000131153	GINS2	51659
716	ENSG00000187741	FANCA	2175
718	ENSG00000103264	FBXO31	79791
722	ENSG00000168411	RFWD3	55159
726	ENSG00000140718	FTO	79068
728	ENSG00000102978	POLR2C	5432
730	ENSG00000188827	SLX4	84464
733	ENSG00000090447	TFAP4	7023
734	ENSG00000103490	PYCARD	29108
736	ENSG00000181625	SLX1B	79008
739	ENSG00000149930	TAOK2	9344
742	ENSG00000149923	PPP4C	5531
744	ENSG00000102882	MAPK3	5595
746	ENSG00000132207	SLX1A	548593
749	ENSG00000089280	FUS	2521
752	ENSG00000157106	SMG1	23049
753	ENSG00000175643	RMI2	116028
756	ENSG00000166848	TERF2IP	54386
760	ENSG00000103152	MPG	4350
763	ENSG00000083093	PALB2	79728
766	ENSG00000166851	PLK1	5347
769	ENSG00000103194	USP10	9100
772	ENSG00000204991	SPIRE2	84501
773	ENSG00000258839	MC1R	4157
774	ENSG00000205250	E2F4	1874
776	ENSG00000132604	TERF2	7014
782	ENSG00000125107	CNOT1	23019
783	ENSG00000103479	RBL2	5934
787	ENSG00000187555	USP7	7874
790	ENSG00000175595	ERCC4	2072
796	ENSG00000122257	RBBP6	5930
798	ENSG00000197774	EME2	197342
799	ENSG00000091542	ALKBH5	54890
801	ENSG00000214941	ZSWIM7	125150
803	ENSG00000198783	ZNF830	91603
807	ENSG00000005156	LIG3	3980
812	ENSG00000170315	UBB	7314
814	ENSG00000108465	CDK5RAP3	80279
816	ENSG00000012048	BRCA1	672
820	ENSG00000108984	MAP2K6	5608
821	ENSG00000108468	CBX1	10951
825	ENSG00000131747	TOP2A	7153
826	ENSG00000168646	AXIN2	8313
828	ENSG00000108384	RAD51C	5889
833	ENSG00000166263	STXBP4	252983
835	ENSG00000169689	CENPX	201254
836	ENSG00000207614	MIR193A	406968
837	ENSG00000284190	MIR21	406991
838	ENSG00000129245	FXR2	9513
840	ENSG00000004142	POLDIP2	26073
843	ENSG00000132383	RPA1	6117
848	ENSG00000136504	KAT7	11143
850	ENSG00000185504	FAAP100	80233
851	ENSG00000141030	COPS3	8533
853	ENSG00000141499	WRAP53	55135
854	ENSG00000141510	TP53	7157
859	ENSG00000161970	RPL26	6154
861	ENSG00000154914	USP43	124739
863	ENSG00000174282	ZBTB4	57659
864	ENSG00000182446	NPLOC4	55666
866	ENSG00000108469	RECQL5	9400
869	ENSG00000250506	CDK3	1018
872	ENSG00000177374	HIC1	3090
873	ENSG00000182481	KPNA2	3838
875	ENSG00000108654	DDX5	1655
876	ENSG00000177885	GRB2	2885
878	ENSG00000160551	TAOK1	57551
880	ENSG00000186868	MAPT	4137
882	ENSG00000125319	HROB	78995
883	ENSG00000275700	AATF	26574
885	ENSG00000187531	SIRT7	51547
889	ENSG00000185379	RAD51D	5892
892	ENSG00000129197	RPAIN	84268
893	ENSG00000121060	TRIM25	7706
895	ENSG00000154920	EME1	146956
897	ENSG00000146872	TLK2	11011
901	ENSG00000136492	BRIP1	83990
903	ENSG00000169727	GPS1	2873
904	ENSG00000172716	SLFN11	91607
906	ENSG00000079134	THOC1	9984
907	ENSG00000177143	CETN1	1068
908	ENSG00000134278	SPIRE1	56907
910	ENSG00000101773	RBBP8	5932
914	ENSG00000101596	SMCHD1	23347
916	ENSG00000141682	PMAIP1	5366
918	ENSG00000171791	BCL2	596
923	ENSG00000134758	RNF138	51444
926	ENSG00000101751	POLI	11201
928	ENSG00000116017	ARID3A	1820
930	ENSG00000118046	STK11	6794
931	ENSG00000099817	POLR2E	5434
932	ENSG00000104885	DOT1L	84444
935	ENSG00000077463	SIRT6	51548
936	ENSG00000105229	PIAS4	51588
939	ENSG00000127663	KDM4B	23030
942	ENSG00000160117	ANKLE1	126549
944	ENSG00000105393	BABAM1	29086
946	ENSG00000064545	TMEM161A	54929
947	ENSG00000153879	CEBPG	1054
949	ENSG00000131944	FAAP24	91442
950	ENSG00000130726	TRIM28	10155
951	ENSG00000069399	BCL3	602
954	ENSG00000011485	PPP5C	5536
956	ENSG00000188766	SPRED3	399473
958	ENSG00000105486	LIG1	3978
960	ENSG00000160469	BRSK1	84446
965	ENSG00000062822	POLD1	5424
970	ENSG00000105373	NOP53	29997
972	ENSG00000012061	ERCC1	2067
978	ENSG00000073050	XRCC1	7515
984	ENSG00000142453	CARM1	10498
985	ENSG00000087074	PPP1R15A	23645
986	ENSG00000087088	BAX	581
990	ENSG00000179262	RAD23A	5886
992	ENSG00000133247	KMT5C	84787
994	ENSG00000039650	PNKP	11284
1001	ENSG00000173928	SWSAP1	126074
1004	ENSG00000126456	IRF3	3661
1007	ENSG00000183207	RUVBL2	10856
1009	ENSG00000076924	XAB2	56949
1012	ENSG00000104889	RNASEH2A	10535
1016	ENSG00000005007	UPF1	5976
1017	ENSG00000129355	CDKN2D	1032
1018	ENSG00000126457	PRMT1	3276
1019	ENSG00000185988	PLK5	126520
1021	ENSG00000160953	PWWP3A	84939
1024	ENSG00000141867	BRD4	23476
1027	ENSG00000125652	ALKBH7	84266
1028	ENSG00000105258	POLR2I	5438
1030	ENSG00000088038	CNOT3	4849
1033	ENSG00000126583	PRKCG	5582
1035	ENSG00000105325	FZR1	51343
1036	ENSG00000221983	UBA52	7311
1039	ENSG00000104884	ERCC2	2068
1045	ENSG00000163029	SMC6	79677
1048	ENSG00000178295	GEN1	348654
1050	ENSG00000095002	MSH2	4436
1055	ENSG00000143971	ETAA1	54465
1057	ENSG00000163806	SPDYA	245711
1061	ENSG00000173163	COMMD1	150684
1062	ENSG00000158435	CNOT11	55571
1064	ENSG00000214842	RAD51AP2	729475
1066	ENSG00000169621	APLF	200558
1069	ENSG00000091436	MAP3K20	51776
1072	ENSG00000170485	NPAS2	4862
1073	ENSG00000076003	MCM6	4175
1074	ENSG00000198612	COPS8	10920
1076	ENSG00000198369	SPRED2	200734
1079	ENSG00000138376	BARD1	580
1080	ENSG00000118245	TNP1	7141
1081	ENSG00000115966	ATF2	1386
1084	ENSG00000153246	PLA2R1	22925
1087	ENSG00000079246	XRCC5	7520
1092	ENSG00000136560	TANK	10010
1094	ENSG00000115233	PSMD14	10213
1096	ENSG00000176720	BOK	666
1097	ENSG00000163599	CTLA4	1493
1098	ENSG00000144476	ACKR3	57007
1100	ENSG00000163161	ERCC3	2071
1104	ENSG00000067066	SP100	6672
1105	ENSG00000121988	ZRANB3	84083
1108	ENSG00000116030	SUMO1	7341
1110	ENSG00000138375	SMARCAL1	50485
1112	ENSG00000136536	MARCHF7	64844
1114	ENSG00000116062	MSH6	2956
1122	ENSG00000064933	PMS1	5378
1125	ENSG00000115392	FANCL	55120
1128	ENSG00000144524	COPS7B	64708
1130	ENSG00000187736	NHEJ1	79840
1134	ENSG00000153827	TRIP12	9320
1136	ENSG00000138071	ACTR2	10097
1138	ENSG00000158019	BABAM2	9577
1141	ENSG00000115317	HTRA2	27429
1142	ENSG00000079785	DDX1	1653
1144	ENSG00000144580	CNOT9	9125
1145	ENSG00000153094	BCL2L11	10018
1148	ENSG00000080345	RIF1	55183
1151	ENSG00000144231	POLR2D	5433
1152	ENSG00000143947	RPS27A	6233
1154	ENSG00000135945	REV1	51455
1157	ENSG00000173559	NABP1	64859
1161	ENSG00000171984	SHLD1	149840
1163	ENSG00000198646	NCOA6	23054
1165	ENSG00000101442	ACTR5	79913
1167	ENSG00000064655	EYA2	2139
1168	ENSG00000132819	RBM38	55544
1170	ENSG00000124216	SNAI1	6615
1171	ENSG00000054796	SPO11	23626
1173	ENSG00000101096	NFATC2	4773
1174	ENSG00000244687	UBE2V1	7335
1176	ENSG00000101204	CHRNA4	1137
1178	ENSG00000125885	MCM8	84515
1182	ENSG00000171552	BCL2L1	598
1186	ENSG00000125871	MGME1	92667
1187	ENSG00000101412	E2F1	1869
1190	ENSG00000132646	PCNA	5111
1195	ENSG00000125843	AP5S1	55317
1196	ENSG00000087586	AURKA	6790
1198	ENSG00000101347	SAMHD1	25939
1201	ENSG00000258366	RTEL1	51750
1205	ENSG00000172264	MACROD2	140733
1207	ENSG00000244588	RAD21L1	642636
1210	ENSG00000156256	USP16	10600
1211	ENSG00000159147	DONSON	29980
1213	ENSG00000156273	BACH1	571
1214	ENSG00000156273	BACH1	100379661
1218	ENSG00000205581	HMGN1	3150
1223	ENSG00000160226	CFAP410	755
1224	ENSG00000183255	PTTG1IP	754
1226	ENSG00000100325	ASCC2	84164
1228	ENSG00000213923	CSNK1E	1454
1229	ENSG00000100393	EP300	2033
1232	ENSG00000100387	RBX1	9978
1233	ENSG00000100109	TFIP11	24144
1236	ENSG00000133422	MORC2	22880
1237	ENSG00000015475	BID	637
1240	ENSG00000196419	XRCC6	2547
1245	ENSG00000183765	CHEK2	11200
1249	ENSG00000070010	UFD1	7353
1250	ENSG00000093009	CDC45	8318
1252	ENSG00000100429	HDAC10	83933
1253	ENSG00000188130	MAPK12	6300
1254	ENSG00000100297	MCM5	4174
1256	ENSG00000100142	POLR2F	5435
1257	ENSG00000100296	THOC5	8563
1258	ENSG00000240972	MIF	4282
1260	ENSG00000100206	DMC1	11144
1263	ENSG00000070950	RAD18	56852
1266	ENSG00000182247	UBE2E2	7325
1268	ENSG00000170364	SETMAR	6419
1270	ENSG00000182179	UBA7	7318
1272	ENSG00000183763	TRAIP	10293
1274	ENSG00000114904	NEK4	6787
1275	ENSG00000163605	PPP4R2	151987
1277	ENSG00000159685	CHCHD6	84303
1279	ENSG00000114670	NEK11	79858
1282	ENSG00000114416	FXR1	8087
1283	ENSG00000073111	MCM2	4171
1285	ENSG00000175054	ATR	545
1290	ENSG00000163840	DTX3L	151636
1291	ENSG00000174013	FBXO45	200933
1292	ENSG00000113916	BCL6	604
1294	ENSG00000163961	RNF168	165918
1299	ENSG00000163781	TOPBP1	11073
1302	ENSG00000076242	MLH1	4292
1306	ENSG00000154767	XPC	7508
1309	ENSG00000163882	POLR2H	5437
1311	ENSG00000114742	WDR48	57599
1314	ENSG00000177383	MAGEF1	64110
1315	ENSG00000114126	TFDP2	7029
1317	ENSG00000164081	TEX264	51368
1318	ENSG00000182973	CNOT10	25904
1319	ENSG00000163930	BAP1	8314
1320	ENSG00000090097	PCBP4	57060
1322	ENSG00000073282	TP63	8626
1324	ENSG00000114861	FOXP1	27086
1325	ENSG00000240682	ISY1	57461
1326	ENSG00000244607	CCDC13	152206
1328	ENSG00000041880	PARP3	10039
1333	ENSG00000213689	TREX1	11277
1336	ENSG00000163918	RFC4	5984
1339	ENSG00000114026	OGG1	4968
1344	ENSG00000164053	ATRIP	84126
1346	ENSG00000163932	PRKCD	5580
1348	ENSG00000113812	ACTR8	93973
1350	ENSG00000144554	FANCD2	2177
1354	ENSG00000051341	POLQ	10721
1356	ENSG00000068028	RASSF1	11186
1359	ENSG00000177311	ZBTB38	253461
1361	ENSG00000138496	PARP9	83666
1363	ENSG00000183624	HMCES	56941
1365	ENSG00000129071	MBD4	8930
1369	ENSG00000181555	SETD2	29072
1372	ENSG00000130997	POLN	353497
1375	ENSG00000163132	MSX1	4487
1377	ENSG00000038219	BOD1L1	259282
1379	ENSG00000035928	RFC1	5981
1380	ENSG00000121892	PDS5A	23244
1382	ENSG00000134852	CLOCK	9575
1383	ENSG00000014824	SLC30A9	10463
1384	ENSG00000138663	COPS4	51138
1385	ENSG00000033178	UBA6	55236
1386	ENSG00000163071	SPATA18	132671
1387	ENSG00000153147	SMARCA5	8467
1391	ENSG00000168556	ING2	3622
1393	ENSG00000109670	FBXW7	55294
1397	ENSG00000109674	NEIL3	55247
1401	ENSG00000056050	HPF1	54969
1404	ENSG00000168564	CDKN2AIP	55602
1405	ENSG00000137601	NEK1	4750
1407	ENSG00000047315	POLR2B	5431
1409	ENSG00000163104	SMARCAD1	56916
1412	ENSG00000164306	PRIMPOL	201973
1416	ENSG00000109685	NSD2	7468
1419	ENSG00000163945	UVSSA	57654
1423	ENSG00000163312	HELQ	113510
1425	ENSG00000163322	ABRAXAS1	84142
1428	ENSG00000145391	SETD7	80854
1429	ENSG00000163743	RCHY1	25898
1430	ENSG00000138767	CNOT6L	246175
1434	ENSG00000070193	FGF10	2255
1436	ENSG00000039123	MTREX	23517
1437	ENSG00000134480	CCNH	902
1439	ENSG00000164190	NIPBL	25836
1442	ENSG00000253251	SHLD3	112441434
1445	ENSG00000113318	MSH3	4437
1450	ENSG00000133302	SLF1	84250
1452	ENSG00000113456	RAD1	5810
1456	ENSG00000134982	APC	324
1458	ENSG00000119048	UBE2B	7320
1464	ENSG00000113522	RAD50	10111
1468	ENSG00000134057	CCNB1	891
1470	ENSG00000082068	WDR70	55100
1473	ENSG00000145736	GTF2H2	2966
1476	ENSG00000145736	GTF2H2	728340
1480	ENSG00000087206	UIMC1	51720
1483	ENSG00000113300	CNOT6	57472
1485	ENSG00000161010	MRNIP	51149
1487	ENSG00000152422	XRCC4	7518
1495	ENSG00000181163	NPM1	4869
1497	ENSG00000155508	CNOT8	9337
1498	ENSG00000019582	CD74	972
1502	ENSG00000158402	CDC25C	995
1504	ENSG00000134058	CDK7	1022
1505	ENSG00000273841	TAF9	6880
1507	ENSG00000152942	RAD17	5884
1511	ENSG00000183474	GTF2H2C	728340
1512	ENSG00000145632	PLK2	10769
1514	ENSG00000122008	POLK	51426
1519	ENSG00000049167	ERCC8	1161
1527	ENSG00000188996	HUS1B	135458
1529	ENSG00000124795	DEK	7913
1532	ENSG00000276180	H4C9	8294
1533	ENSG00000204599	TRIM39	56658
1534	ENSG00000112183	RBM24	221662
1535	ENSG00000124766	SOX4	6659
1537	ENSG00000137309	HMGA1	3159
1540	ENSG00000112130	RNF8	9025
1545	ENSG00000030110	BAK1	578
1547	ENSG00000096401	CDC5L	988
1549	ENSG00000009413	REV3L	5980
1552	ENSG00000029363	BCLAF1	9774
1553	ENSG00000112118	MCM3	4172
1555	ENSG00000112249	ASCC3	10973
1557	ENSG00000196586	MYO6	4646
1558	ENSG00000124596	OARD1	221443
1560	ENSG00000118495	PLAGL1	5325
1561	ENSG00000112029	FBXO5	26271
1563	ENSG00000272047	GTF2H5	404672
1567	ENSG00000146414	SHPRH	257218
1570	ENSG00000124762	CDKN1A	1026
1573	ENSG00000273542	H4C12	8362
1574	ENSG00000197238	H4C11	8363
1576	ENSG00000124535	WRNIP1	56897
1579	ENSG00000111802	TDP2	51567
1584	ENSG00000213780	GTF2H4	2968
1586	ENSG00000278637	H4C1	8359
1587	ENSG00000277157	H4C4	8360
1588	ENSG00000198563	DDX39B	7919
1591	ENSG00000204410	MSH5	4439
1593	ENSG00000204463	BAG6	7917
1595	ENSG00000170734	POLH	5429
1598	ENSG00000204569	PPP1R10	5514
1599	ENSG00000112062	MAPK14	1432
1602	ENSG00000164430	CGAS	115004
1604	ENSG00000275126	H4C13	8368
1606	ENSG00000137337	MDC1	9656
1607	ENSG00000137331	IER3	8870
1610	ENSG00000112039	FANCE	2178
1611	ENSG00000123552	USP45	85015
1613	ENSG00000276966	H4C5	8367
1614	ENSG00000274618	H4C6	8361
1615	ENSG00000111875	ASF1A	25842
1617	ENSG00000111877	MCM9	254394
1622	ENSG00000146476	ARMT1	79624
1624	ENSG00000197061	H4C3	8364
1626	ENSG00000112511	PHF1	5252
1628	ENSG00000112319	EYA4	2070
1629	ENSG00000278705	H4C2	8366
1630	ENSG00000158406	H4C8	8365
1631	ENSG00000204590	GNL1	2794
1633	ENSG00000146263	MMS22L	253714
1636	ENSG00000014123	UFL1	23376
1638	ENSG00000122512	PMS2	5395
1643	ENSG00000106009	BRAT1	221927
1646	ENSG00000106399	RPA3	6119
1651	ENSG00000242802	AP5Z1	9907
1652	ENSG00000122691	TWIST1	7291
1654	ENSG00000136273	HUS1	3364
1657	ENSG00000185290	NUPR2	389493
1659	ENSG00000135249	RINT1	60561
1660	ENSG00000127922	SEM1	7979
1662	ENSG00000128513	POT1	25913
1664	ENSG00000009954	BAZ1B	9031
1668	ENSG00000064393	HIPK2	28996
1672	ENSG00000196584	XRCC2	7516
1677	ENSG00000157212	PAXIP1	22976
1679	ENSG00000168090	COPS6	10980
1680	ENSG00000166508	MCM7	4176
1682	ENSG00000196367	TRRAP	8295
1683	ENSG00000080802	CNOT4	4850
1684	ENSG00000005075	POLR2J	5439
1685	ENSG00000122565	CBX3	11335
1687	ENSG00000122678	POLM	27434
1689	ENSG00000049541	RFC2	5982
1692	ENSG00000106628	POLD2	5425
1693	ENSG00000106144	CASP2	835
1697	ENSG00000106268	NUDT1	4521
1699	ENSG00000122783	CYREN	78996
1701	ENSG00000146648	EGFR	1956
1702	ENSG00000263001	GTF2I	2969
1703	ENSG00000132436	FIGNL1	63979
1705	ENSG00000078487	ZCWPW1	55063
1706	ENSG00000198791	CNOT7	29883
1709	ENSG00000158941	CCAR2	57805
1710	ENSG00000120885	CLU	1191
1711	ENSG00000167034	NKX3-1	4824
1713	ENSG00000164808	SPIDR	23514
1717	ENSG00000169139	UBE2V2	7336
1720	ENSG00000187735	TCEA1	6917
1721	ENSG00000129691	ASH2L	9070
1722	ENSG00000254087	LYN	4067
1724	ENSG00000104738	MCM4	4173
1726	ENSG00000253729	PRKDC	5591
1732	ENSG00000165392	WRN	7486
1735	ENSG00000147669	POLR2K	5440
1736	ENSG00000147536	GINS4	84296
1738	ENSG00000197275	RAD54B	25788
1741	ENSG00000104517	UBR5	51366
1745	ENSG00000104313	EYA1	2138
1748	ENSG00000019549	SNAI2	6591
